"","Date","FlowRate","BCoV","N1","N2","N1Error","N2Error","PMMoV","LoessN1","LoessN2","DeTrendedN1","DeTrendedN2"
"197",2021-06-02,35.54,1.221,75581,38796,29126,23053,47577524,117623.928211231,134698.195102409,-42042.9282112311,-95902.1951024088
"198",2021-06-03,34.84,2.15,90160,136876,12158,48205,64221388,118584.030328679,134991.872898983,-28424.0303286785,1884.12710101722
"199",2021-06-08,36.4,0.982,1459947,1464354,99522,107927,54673826,97441.5057416858,107156.719842381,1362505.49425831,1357197.28015762
"200",2021-06-07,34.51,1.919,146407,184426,10590,50158,43164477,102967.162417796,114188.927555675,43439.8375822042,70237.0724443252
"201",2021-06-06,34.39,9.57,658991,647639,11247,75795,32185831,108492.819093906,121221.135268969,550498.180906094,526417.864731031
"202",2021-06-04,35.38,3.052,117448,156669,16437,28382,45032488,119544.132446126,135285.550695557,-2096.13244612601,21383.4493044432
"203",2021-06-09,36.49,0.721,248692,370469,6961,1412,30137056,92370.4914808772,100761.769797927,156321.508519123,269707.230202073
"204",2021-06-10,36.74,2.476,102900,164867,8366,23369,36892514,87299.4772200686,94366.8197534733,15600.5227799314,70500.1802465267
"205",2021-06-11,36.68,0.108,9837,8307,4477,1795,44549143,82228.4629592601,87971.8697090196,-72391.4629592601,-79664.8697090196
"206",2021-06-13,34.48,0.375,27032,24717,6660,8569,63814477,70150.4759234488,71393.099081111,-43118.4759234488,-46676.099081111
"207",2021-06-14,33.82,2.446,74682,50687,2652,8279,36207661,64111.4824055432,63103.7137671566,10570.5175944568,-12416.7137671566
"208",2021-06-15,35.06,0.666,44362,47459,12414,7126,31997774,58072.4888876376,54814.3284532023,-13710.4888876376,-7355.32845320231
"209",2021-06-16,34.58,4.689,30724,46871,8408,1602,37904793,53895.398951802,50589.75910214,-23171.398951802,-3718.75910214002
"210",2021-06-17,34.16,0.156,17027,23879,4514,551,33118741,49718.3090159664,46365.1897510777,-32691.3090159664,-22486.1897510777
"211",2021-06-18,34.19,9.37,63850,72132,17192,1216,37439646,45541.2190801308,42140.6204000154,18308.7809198692,29991.3795999846
"212",2021-06-20,34.46,8.416,49443,27842,8812,4337,15095377,43851.1061054734,40235.7222834174,5591.89389452661,-12393.7222834174
"213",2021-06-21,33.94,4.729,90447,47296,20429,18074,39687278,43006.0496181447,39283.2732251184,47440.9503818553,8012.7267748816
"214",2021-06-22,35.6,0.482,44587,35302,12427,1791,39073793,42160.993130816,38330.8241668194,2426.00686918399,-3028.82416681939
"215",2021-06-23,34.5,4.054,14469,23587,9155,8297,20605863,43261.9492426534,38894.1915604993,-28792.9492426534,-15307.1915604993
"216",2021-06-24,34.67,3.543,28023,47014,7724,2130,18236208,44362.9053544908,39457.5589541792,-16339.9053544908,7556.44104582081
"217",2021-06-25,34.79,0.204,27787,28294,10063,1568,13725738,45463.8614663282,40020.9263478591,-17676.8614663282,-11726.9263478591
"218",2021-06-27,35.03,0.499,34889,25227,10581,2264,15674830,48630.530631936,43650.770837632,-13741.530631936,-18423.770837632
"219",2021-06-28,34.68,1.041,13829,13673,4887,1305,12834312,50213.8652147399,45465.6930825185,-36384.8652147399,-31792.6930825185
"220",2021-06-29,35.77,9.852,91919,81379,7135,7712,9314052,51797.1997975437,47280.615327405,40121.8002024563,34098.384672595
"221",2021-06-30,40.4,2.071,51425,39634,17341,7327,39972866,51697.0790595345,47178.8073672575,-272.079059534495,-7544.80736725751
"222",2021-07-01,39.83,0.669,9583,7173,3585,2109,23292457,51596.9583215253,47076.99940711,-42013.9583215253,-39903.99940711
"223",2021-07-02,37.99,26.984,158303,180505,7197,8214,37229122,51496.837583516,46975.1914469626,106806.162416484,133529.808553037
"224",2021-07-04,34.61,12.421,166468,160644,20856,43458,29262322,51090.0605234502,47821.5248845973,115377.93947655,112822.475115403
"225",2021-07-05,33.8,1.576,34667,26829,3733,11114,28308609,50886.6719934173,48244.6916034147,-16219.6719934173,-21415.6916034147
"226",2021-07-06,36.17,0.89,18649,20980,2763,7053,284252899,50683.2834633844,48667.8583222321,-32034.2834633844,-27687.8583222321
"227",2021-07-07,37.95,7.183,26017,17787,11454,7094,25600893,49810.5861805494,48116.4076884878,-23793.5861805494,-30329.4076884878
"228",2021-07-08,37.92,8.281,23118,28895,3546,7142,35818665,48937.8888977143,47564.9570547435,-25819.8888977143,-18669.9570547435
"229",2021-07-12,34.08,10.63,76702,107560,8721,11922,33080080,46075.0873128993,45359.7856828784,30626.9126871007,62200.2143171216
"230",2021-07-13,35.88,9.93,65693,57576,15808,8840,31395601,45411.7192122393,44808.5454368381,20281.2807877607,12767.4545631619
"231",2021-07-11,34.01,3.779,35326,31736,10930,6903,39864065,46738.4554135592,45911.0259289187,-11412.4554135592,-14175.0259289187
"232",2021-07-09,36.19,0.742,16863,24683,3615,6201,29895764,48065.1916148792,47013.5064209993,-31202.1916148792,-22330.5064209993
"233",2021-07-14,36.5,4.037,16843,18396,10328,998,35952035,46781.3364483818,45886.1056317489,-29938.3364483818,-27490.1056317489
"234",2021-07-15,38.19,1.01,NA,7757,-1,2821,30689817,NA,46963.6658266597,NA,-39206.6658266597
"235",2021-07-16,38.55,8.977,98314,209308,11044,7762,30429588,49520.5709206669,48041.2260215706,48793.4290793331,161266.773978429
"236",2021-07-18,34.95,4.043,77813,68439,9762,6461,25171645,56293.0571831074,52680.7692072466,21519.9428168926,15758.2307927534
"237",2021-07-19,35,0.312,10519,20992,4401,4742,28790675,59679.3003143276,55000.5408000845,-49160.3003143276,-34008.5408000845
"238",2021-07-20,37.09,0.456,11041,13706,2969,6307,46734206,63065.5434455479,57320.3123929225,-52024.5434455479,-43614.3123929225
"239",2021-07-21,36.89,2.783,37088,23926,14814,8838,16701205,66415.7274991317,62284.5006268585,-29327.7274991317,-38358.5006268585
"240",2021-07-22,36.02,3.897,77378,89831,24299,18883,22771650,69765.9115527156,67248.6888607944,7612.08844728442,22582.3111392056
"241",2021-07-26,34.93,3.589,186460,143034,34205,23658,30230924,86049.9131663679,89475.6291774565,100410.086833632,53558.3708225435
"242",2021-07-25,35.51,1.394,54682,40011,10746,5162,36754226,81738.6406463451,83721.3784832144,-27056.6406463451,-43710.3784832144
"243",2021-07-27,36.3,5.397,65218,76880,3422,7728,24087596,90361.1856863907,95229.8798716985,-25143.1856863907,-18349.8798716985
"244",2021-07-23,36.1,1.998,71896,53370,7503,16068,29694564,73116.0956062994,72212.8770947304,-1220.09560629944,-18842.8770947304
"245",2021-07-28,36.82,27.638,260334,207880,30110,38296,37320637,93555.8682227786,98069.2801745783,166778.131777221,109810.719825422
"246",2021-07-29,37.17,3.417,75901,81087,26492,13367,45906838,96750.5507591665,100908.680477458,-20849.5507591665,-19821.680477458
"247",2021-07-30,38.04,7.14,87029,160438,38808,39599,44049805,99945.2332955543,103748.080780338,-12916.2332955543,56689.9192196622
"248",2021-08-01,34.08,5.03,113258,138070,11855,9478,73511968,98614.1560167433,101639.383598426,14643.8439832567,36430.6164015742
"249",2021-08-02,33.9,6.39,99608,124936,16106,41806,42082560,97948.6173773378,100585.03500747,1659.38262266222,24350.9649925301
"250",2021-08-03,34.97,3.34,95907,65946,16537,4402,71038203,97283.0787379323,99530.6864165139,-1376.07873793226,-33584.6864165139
"251",2021-08-04,34.91,3.901,124358,90595,8376,17892,31734953,97265.9147070765,97915.1938476901,27092.0852929235,-7320.19384769007
"252",2021-08-05,35.61,2.179,62778,69814,13996,4716,40085062,97248.7506762208,96299.7012788662,-34470.7506762208,-26485.7012788662
"253",2021-08-06,34.82,2.94,89591,64760,14693,1885,29553750,97231.586645365,94684.2087100423,-7640.58664536504,-29924.2087100423
"254",2021-08-08,37.55,2.962,62114,56179,7125,3738,29442656,102325.18213793,96105.0932228343,-40211.1821379303,-39926.0932228343
"255",2021-08-09,37.41,6.948,87756,88610,8949,7135,25358500,104871.979884213,96815.5354792302,-17115.9798842129,-8205.53547923024
"256",2021-08-10,42.12,18.043,126164,96813,35254,26440,28611251,107418.777630496,97525.9777356262,18745.2223695045,-712.977735626206
"257",2021-08-11,40.25,3.039,62758,98228,18167,9933,20861808,112045.183906864,100317.90318906,-49287.1839068643,-2089.90318905996
"258",2021-08-12,40.01,2.586,119585,114892,3212,10030,25008493,116671.590183233,103109.828642494,2913.40981676697,11782.1713575063
"259",2021-08-16,34.93,4.63393,171419,132785,43297,4835,22937201,146235.458616216,121850.697844344,25183.5413837837,10934.3021556559
"260",2021-08-17,36.6,1.077101,86378,82705,16422,11814,35162373,154547.946001754,127167.01242715,-68169.9460017544,-44462.0124271496
"261",2021-08-13,38.41,8.50271,173273,140513,37741,7965,31961035,121297.996459602,105901.754095927,51975.0035403982,34611.2459040726
"262",2021-08-15,34.47,5.008304,136877,139923,23378,2886,30614295,137922.971230678,116534.383261539,-1045.97123067809,23388.6167384615
"263",2021-08-18,36.31,2.22,61019,59580,11030,14147,19483306,160898.212376773,130660.009183038,-99879.2123767731,-71080.0091830382
"264",2021-08-19,36.79,2.48,218636,149437,29666,7987,23637452,167248.478751792,134153.005938927,51387.5212482082,15283.9940610732
"265",2021-08-24,36.96,4.66,256526,186296,48455,12908,26961185,187858.865690954,147455.749492815,68667.1343090461,38840.2505071846
"266",2021-08-20,36.9,3.01,217331,127490,47236,15602,23577135,173598.745126811,137646.002694815,43732.2548731894,-10156.0026948153
"267",2021-08-22,35.55,2.83,149752,169188,34893,27983,20864654,180728.805408882,142550.876093815,-30976.8054088823,26637.1239061846
"268",2021-08-23,34.74,3.64,324506,226037,37640,17695,23103183,184293.835549918,145003.312793315,140212.164450082,81033.6872066846
"269",2021-08-25,37.45,3.632,126779,84409,33160,7522,19136494,187830.544777768,149907.989954326,-61051.5447777681,-65498.9899543263
"270",2021-08-26,37.26,1.76,249618,159975,45617,14381,32343098,187802.223864582,152360.230415837,61815.7761354178,7614.7695841628
"271",2021-08-27,37.28,6,141847,153084,44267,32695,37690725,187773.902951396,154812.470877348,-45926.9029513963,-1728.47087734807
"272",2021-08-29,36.22,13.87,183341,146659,10608,14415,18326532,182723.124795633,155475.392131776,617.875204366894,-8816.39213177611
"273",2021-08-31,36.75,5.453,147790,132999,7066,30700,30611589,177672.34663987,156138.313386204,-29882.3466398699,-23139.3133862042
"274",2021-08-30,36.13,14.234,262127,170315,7580,15354,30002311,180197.735717752,155806.85275899,81929.2642822485,14508.1472410099
"275",2021-09-01,36.52,2.097,102833,129546,4291,3181,23276443,175575.596266878,157299.888221199,-72742.5962668784,-27753.8882211993
"276",2021-09-02,35.91,1.276,106933,163480,5517,17835,22923547,173478.845893887,158461.463056194,-66545.8458938869,5018.53694380552
"277",2021-09-06,33.51,3.286,196050,150908,21922,28664,74588098,178376.164643513,173716.94087824,17673.8353564866,-22808.9408782405
"278",2021-09-07,34.56,4.512,105584,87184,20373,16711,11133044,180707.521017719,178414.908540591,-75123.5210177194,-91230.9085405907
"279",2021-09-03,35.35,2.781,408655,377699,61470,22420,26216711,171382.095520895,159623.03789119,237272.904479105,218075.96210881
"280",2021-09-05,33.48,3.867,232159,214087,57135,15335,23855972,176044.808269307,169018.97321589,56114.1917306926,45068.0267841098
"281",2021-09-08,36.85,3.111,432922,482857,55332,37132,30943532,187338.69686073,185172.641340292,245583.30313927,297684.358659708
"282",2021-09-09,34.87,1.176,139546,205087,7109,7088,26800214,193969.872703741,191930.374139994,-54423.872703741,13156.6258600058
"283",2021-09-10,35.71,0.359,170266,157461,20223,14671,42668823,200601.048546752,198688.106939696,-30335.0485467518,-41227.1069396959
"284",2021-09-12,34.92,1.948,219112,232591,29109,38526,14230596,219887.013347396,218528.654159839,-775.013347395783,14062.3458401613
"285",2021-09-13,35.15,1.008,205525,197121,63043,32930,29637174,229529.995747718,228448.92776991,-24004.9957477178,-31327.9277699102
"286",2021-09-14,41.12,1.787,385539,335932,67683,17372,37490733,239172.97814804,238369.201379982,146366.02185196,97562.7986200184
"287",2021-09-15,37.76,4.29,193513,143663,11179,8084,15383530,248666.926147996,248480.40408091,-55153.9261479959,-104817.40408091
"288",2021-09-16,36.85,3.346,201776,252879,20004,33366,16454614,258160.874147952,258591.606781837,-56384.8741479521,-5712.60678183747
"289",2021-09-20,35.71,9.949,483836,489482,37683,63305,17065390,286958.43263434,294661.114604079,196877.56736566,194820.885395921
"290",2021-09-21,37.07,8.368,329224,272992,28812,61902,21780651,293392.96946315,303313.88297785,35831.03053685,-30321.8829778504
"291",2021-09-19,34.38,9.419,304222,301442,16479,32594,27759615,280523.895805529,286008.346230308,23698.1041944709,15433.6537696921
"292",2021-09-17,36.42,7.763,352019,337251,74837,59595,27030207,267654.822147908,268702.809482765,84364.1778520918,68548.1905172346
"293",2021-09-22,38.12,2.446,130846,125902,14888,15596,15555160,294780.3857957,308868.36307716,-163934.3857957,-182966.36307716
"294",2021-09-23,35.69,2.29,309996,320590,66218,12905,460036907,296167.80212825,314422.843176469,13828.1978717495,6167.15682353056
"295",2021-09-24,35.98,3.773,296724,358991,9140,44686,21436464,297555.218460801,319977.323275779,-831.218460800766,39013.676724221
"296",2021-09-26,33.9,3.831,292246,325319,57143,53611,22281449,281036.420621293,309946.86494399,11209.5793787065,15372.1350560095
"297",2021-09-27,34.81,2.71,300832,307635,26250,57336,22853406,272777.02170154,304931.635778096,28054.9782984601,2703.36422190379
"298",2021-09-28,37.06,3.045,490641,410717,57275,21307,27437984,264517.622781786,299916.406612202,226123.377218214,110800.593387798
"299",2021-09-29,35.6,2.506,562628,464055,37412,48981,13433763,259004.941476713,291284.070021109,303623.058523287,172770.929978891
"300",2021-09-30,36.51,2.93,441660,396799,21837,39392,15705380,253492.26017164,282651.733430016,188167.73982836,114147.266569984
"301",2021-10-05,36.36,4.05,120399,116269,15567,8530,18602040,227314.328810184,243870.840906221,-106915.328810184,-127601.840906221
"302",2021-10-04,35.91,2.35,244225,283059,13901,28671,12107928,232480.64132428,251407.979889397,11744.3586757204,31651.0201106033
"303",2021-10-03,35.22,1.6,136761,138361,7794,33695,31626904,237646.953838375,258945.118872572,-100885.953838375,-120584.118872572
"304",2021-10-01,35.81,1.96,152657,165087,14154,28337,37696101,247979.578866567,274019.396838922,-95322.5788665666,-108932.396838922
"305",2021-10-06,35.21,3.567,221534,194097,26241,5962,21106043,226535.541543734,240081.382194124,-5001.54154373426,-45984.3821941238
"306",2021-10-07,35.56,2.841,257118,161917,6229,44139,23910544,225756.754277285,236291.923482026,31361.2457227155,-74374.9234820261
"307",2021-10-08,38.69,1.3,258994,252959,33106,27444,22233819,224977.967010835,232502.464769928,34016.0329891652,20456.5352300715
"308",2021-10-10,35.71,7.466,213920,255326,26147,23731,19523954,229763.441440457,235816.97914242,-15843.441440457,19509.0208575798
"309",2021-10-11,35.51,5.233,414400,396371,105324,75352,27790995,232156.178655268,237474.236328666,182243.821344732,158896.763671334
"310",2021-10-12,37.31,3.531,259958,276495,9115,15515,28246372,234548.915870079,239131.493514912,25409.0841299208,37363.5064850881
"311",2021-10-13,37.06,1.952,172041,202446,29578,18186,23788751,231182.269736805,233704.525785875,-59141.2697368048,-31258.5257858753
"312",2021-10-14,37.19,2.343,161258,245623,25460,28234,25087391,227815.623603531,228277.558056839,-66557.6236035305,17345.4419431614
"313",2021-10-17,35.38,1.686,823463,693348,10580,32303,29427968,214682.483302416,205811.691230479,608780.516697583,487536.308769521
"314",2021-10-19,36.75,3.903,363524,381297,35671,37098,20787160,204915.989134577,188772.792133157,158608.010865423,192524.207866843
"315",2021-10-15,36.85,4.852,388836,323885,103194,35282,27066822,224448.977470256,222850.590327802,164387.022529744,101034.409672198
"316",2021-10-18,36.18,0.829,223389,166843,53327,11064,25822285,209799.236218497,197292.241681818,13589.7637815034,-30449.2416818179
"317",2021-10-20,36.26,1.839,117195,122934,9958,19479,26468711,200528.730687886,180523.908443379,-83333.7306878864,-57589.9084433787
"318",2021-10-21,35.99,1.338,138760,121578,29910,12071,34739514,196141.472241196,172275.024753601,-57381.472241196,-50697.0247536007
"319",2021-10-22,35.95,2.934,172996,118102,23966,16769,12269379,191754.213794506,164026.141063823,-18758.2137945055,-45924.1410638228
"320",2021-10-24,34.33,2.022,244421,162890,25917,2206,12677483,190348.343699537,167032.209694108,54072.6563004625,-4142.20969410765
"321",2021-10-25,35.67,1.349,178713,188459,25118,16520,14014297,189645.408652053,168535.24400925,-10932.4086520534,19923.75599075
"322",2021-10-26,36.73,4.992,136002,93775,4181,7127,13558886,188942.473604569,170038.278324392,-52940.4736045693,-76263.2783243925
"323",2021-10-27,36.43,0.673,145505,138344,63208,44797,13490187,192857.280151392,178896.854269819,-47352.2801513923,-40552.854269819
"324",2021-10-28,35.85,1.299,205447,159343,36562,39151,6114494,196772.086698215,187755.430215245,8674.91330178481,-28412.4302152454
"325",2021-10-29,36.21,0.597,147490,174697,18890,43490,24007585,200686.893245038,196614.006160672,-53196.8932450381,-21917.0061606719
"326",2021-10-31,36.03,0.482,223370,302876,46589,26096,17220855,217207.748197946,221929.825839819,6162.25180205409,80946.1741601813
"327",2021-11-01,35.63,1.037,306400,227157,64461,24961,18245508,225468.1756744,234587.735679392,80931.8243256002,-7430.73567939209
"328",2021-11-02,36.48,1.07,269511,321089,20333,26022,12601023,233728.603150854,247245.645518965,35782.3968491463,73843.3544810345
"329",2021-11-03,35.81,1.389,184266,249889,18642,59923,14113331,246357.89140098,261170.884002473,-62091.8914009803,-11281.8840024727
"330",2021-11-04,36.03,7.281,188360,192444,44926,25930,17406593,258987.179651107,275096.12248598,-70627.1796511069,-82652.1224859798
"331",2021-11-05,35.72,8.008,220997,241992,15645,2935,16698248,271616.467901233,289021.360969487,-50619.4679012335,-47029.360969487
"332",2021-11-07,34.72,5.635,390103,348750,54043,66331,32806249,305828.287008851,319701.453520483,84274.7129911493,29048.5464795167
"333",2021-11-08,35.21,3.263,334930,405510,46793,47912,22562037,322934.196562659,335041.499795981,11995.8034373407,70468.5002040185
"334",2021-11-09,35.52,3.634,181204,254037,5862,30514,17283989,340040.106116468,350381.54607148,-158836.106116468,-96344.5460714796
"335",2021-11-10,35.59,2.892,305568,403976,17594,29361,17095160,361241.495066505,368178.181742159,-55673.4950665049,35797.8182578408
"336",2021-11-11,36.4,5.254,313620,258608,16156,9481,13772556,382442.884016542,385974.817412839,-68822.8840165419,-127366.817412839
"337",2021-11-12,36.15,2.623,514912,661840,47294,19961,26856591,403644.272966579,403771.453083518,111267.727033421,258068.546916482
"338",2021-11-14,35.01,1.28,517542,468988,51292,23173,25129582,460878.88877775,448681.133589841,56663.1112222495,20306.8664101591
"339",2021-11-16,36.04,4.069,418845,495671,26837,8619,19878583,518113.504588922,493590.814096163,-99268.5045889221,2080.18590383662
"340",2021-11-17,35.74,2.262,411269,465852,71116,20510,21766447,544030.669908228,515137.352500469,-132761.669908228,-49285.3525004686
"341",2021-11-18,36.3,3.78,1102142,1093076,28028,52901,20038076,569947.835227534,536683.890904774,532194.164772466,556392.109095226
"342",2021-11-19,35.71,10.47,834031,840651,33518,35364,26203622,595865.00054684,558230.429309079,238165.99945316,282420.570690921
"343",2021-11-21,34.5,7.002,770836,663997,65018,25038,15931012,638114.520862567,593600.45536606,132721.479137433,70396.5446339396
"344",2021-11-22,35.92,4.281,625996,632868,38328,88199,16377987,659239.281020431,611285.468394551,-33243.2810204311,21582.531605449
"345",2021-11-23,35.97,9.744,954310,949813,83652,62638,27772225,680364.041178295,628970.481423042,273945.958821705,320842.518576958
"346",2021-11-24,35.35,5.522,514645,653290,62109,94755,18420734,698048.82169105,642921.124605783,-183403.82169105,10368.8753942169
"347",2021-11-25,35.11,5.448,1021499,1081761,40982,81655,6568147,715733.602203806,656871.767788525,305765.397796194,424889.232211475
"348",2021-11-26,32.48,6.299,1705574,1758779,129144,37550,26466528,733418.382716562,670822.410971266,972155.617283438,1087956.58902873
"349",2021-11-28,32.28,0.795,799162,703715,58346,80787,14282953,740457.495570084,687415.04566566,58704.5044299159,16299.9543343401
"350",2021-11-30,35.81,1.843,544670,526190,11667,37336,34848623,747496.608423606,704007.680360054,-202826.608423606,-177817.680360054
"351",2021-12-01,35.78,4.478,895287,1022638,17619,36905,20095251,748921.827290616,713136.393658688,146365.172709384,309501.606341312
"352",2021-12-02,35.18,2.755,515703,801603,33712,80909,54667527,750347.046157626,722265.106957322,-234644.046157626,79337.8930426785
"353",2021-12-05,34.16,3.188,892689,1043761,47506,68607,18645857,735698.750230976,760971.476605616,156990.249769024,282789.523394384
"354",2021-12-06,34.59,3.765,559639,677880,69280,98749,14265318,727661.992834146,775760.304780446,-168022.992834146,-97880.3047804463
"355",2021-12-07,35.66,4.08,546354,681188,67796,28570,17736992,719625.235437316,790549.132955277,-173271.235437316,-109361.132955277
"356",2021-12-03,34.96,1.63,797079,705407,50390,38370,21139404,751772.265024636,731393.820255955,45306.7349753639,-25986.8202559553
"357",2021-12-08,35.47,3.979,656925,866256,48204,104945,27363557,714429.738844138,810144.273017126,-57504.7388441381,56111.7269828739
"358",2021-12-09,35.51,1.536,413063,428150,49357,31926,21117082,709234.24225096,829739.413078975,-296171.24225096,-401589.413078975
"359",2021-12-10,34.71,5.069,768689,901463,32995,68978,15779283,704038.745657781,849334.553140825,64650.2543422185,52128.4468591752
"360",2021-12-12,36.73,3.051,584068,709715,17437,23725,17438864,721394.706432094,907298.193663936,-137326.706432094,-197583.193663936
"361",2021-12-13,35.78,13.886,1498471,1515771,143698,157977,24525524,730072.686819251,936280.013925492,768398.313180749,579490.986074508
"362",2021-12-14,36.27,12.674,685881,857605,28696,151744,20692494,738750.667206407,965261.834187048,-52869.6672064074,-107656.834187048
"363",2021-12-15,35.79,9.583,863144,1094683,95153,120256,23490951,786718.00661693,1018390.19182278,76425.9933830705,76292.8081772232
"364",2021-12-16,34.8,14.52,1244435,1647252,19963,106299,23324144,834685.346027451,1071518.54945851,409749.653972549,575733.450541494
"365",2021-12-20,34.37,10.546,603871,449140,56283,50562,11504073,1016688.70304003,1288596.48784506,-412817.703040033,-839456.487845061
"366",2021-12-19,34.76,16.877,555241,516613,99404,38091,14011086,972010.030506013,1233946.62759479,-416769.030506013,-717333.627594786
"367",2021-12-17,35.71,13.031,583513,374455,106598,54085,14128338,882652.685437973,1124646.90709423,-299139.685437973,-750191.907094234
"368",2021-12-21,35.58,0.8423,233888,250085,38637,79888,19426134,1061367.37557405,1343246.34809534,-827479.375574053,-1093161.34809534
"369",2021-12-26,28.84,7.362,1329411,1583364,312295,386498,21065890,1285454.89855594,1615678.2829448,43956.1014440588,-32314.2829447996
"370",2021-12-27,30.71,13.7,1036640,1683829,60984,65654,12981891,1307824.39277369,1635504.38985208,-271184.392773686,48324.6101479214
"371",2021-12-28,33.13,14.97,1309691,1765102,122666,230369,13404691,1330193.88699143,1655330.49675936,-20502.8869914319,109771.503240643
"372",2021-12-29,32.92,11.817,1452283,2209577,129538,119534,15555566,1352563.38120918,1675156.60366664,99719.6187908228,534420.396333364
"373",2022-01-02,31.45,7.732,2172579,3316324,328094,251561,21151284,1324947.43660016,1677319.8628778,847631.563399837,1639004.1371222
"374",2022-01-03,32.88,6.321,2098289,2977367,245561,360437,27321489,1320373.18930435,1681081.14162697,777915.810695648,1296285.85837303
"375",2022-01-04,33.93,11.27,1848393,2394549,133198,120426,25728002,1315798.94200854,1684842.42037613,532594.057991459,709706.579623869
"376",2022-01-06,33.81,43.281,2554190,2832075,162048,179126,16180747,1306650.44741692,1692364.97787446,1247539.55258308,1139710.02212554
"377",2022-01-05,34.46,32.666,4630522,5712808,492336,270454,15863845,1311224.69471273,1688603.69912529,3319297.30528727,4024204.30087471
"378",2022-01-07,33.65,5.834,1423754,1721187,173982,181220,26207708,1291785.38356491,1684817.44594187,131968.616435091,36369.5540581301
"379",2022-01-09,33.33,15.532,1206293,1532600,91994,47038,18825262,1262055.25586089,1669722.38207669,-55762.2558608893,-137122.382076693
"380",2022-01-10,33.82,18.879,1298075,1744099,66487,102949,14795319,1247190.19200888,1662174.8501441,50884.8079911207,81924.1498558952
"381",2022-01-11,34.15,23.597,852501,1060550,95766,61463,12322417,1200345.38738595,1679568.60427883,-347844.387385947,-619018.604278828
"382",2022-01-12,34.56,9.388,1125456,1600290,179726,104145,33101623,1153500.58276301,1696962.35841355,-28044.5827630141,-96672.3584135519
"383",2022-01-13,34.4,11.877,1177120,1628453,63780,178164,124652553,1106655.77814008,1714356.11254828,70464.2218599184,-85903.1125482754
"384",2022-01-17,33.42,12.413,922314,1275541,42784,65346,22027706,919184.320599562,2670150.42810894,3129.67940043821,-1394609.42810894
"385",2022-01-16,32.83,22.607,928607,1376401,15597,25914,17276534,966059.871572091,2357350.24096696,-37452.8715720909,-980949.240966958
"386",2022-01-14,35.31,7.202,778471,1290616,30707,59981,14534517,1059810.97351715,1731749.866683,-281339.973517149,-441133.866682999
"387",2022-01-18,34.69,2.101,596777,742411,67623,54801,20591930,872308.769627033,2982950.61525092,-275531.769627033,-2240539.61525092
"388",2022-01-19,34.36,20.172,510751,930174,15758,35545,21201698,824959.437726258,3187157.83052364,-314208.437726258,-2256983.83052364
"389",2022-01-20,33.84,9.868,798110,1295222,178355,185047,20635551,777610.105825483,3391365.04579637,20499.8941745169,-2096143.04579637
"390",2022-01-24,33.83,2.378,4616823,4279606,455779,111826,18652928,588124.399034996,4216402.27829732,4028698.600965,63203.7217026828
"391",2022-01-25,35.07,4.3,1311229,1113769,72058,80681,24639531,540745.607405092,4423345.61737339,770483.392594908,-3309576.61737339
"392",2022-01-23,34.13,1.945,17355259,13331342,2739423,1741728,25317297,635503.1906649,4009458.93922124,16719755.8093351,9321883.06077876
"393",2022-01-21,34.04,3.43,718606,857410,18993,40267,16055849,730260.773924708,3595572.26106909,-11654.7739247081,-2738162.26106909
